City,Population,LiteracyRate,Graduates,Location,StartupCount,PopulationScore,LiteracyScore,GraduateScore,StartupScore,OpportunityScore
Burhanpur ,210891,81.7,15203,"21.3193875,76.2224273",0.0,0.6760168152334982,16.53846153846154,0.13689385211267924,0.0,17.351372205807717
Guna ,180978,81.71,22104,"24.6348197,77.2979782",0.0,0.5801298831497221,16.54048582995951,0.199033197862176,0.0,17.31964891097141
Chapra ,201597,81.3,22852,"25.7795649,84.7498886",0.0,0.6462246463842816,16.45748987854251,0.20576848704064632,0.0,17.30948301196744
Sasaram ,147396,82.31,18844,"24.949036,84.0314295",0.0,0.47248187214322424,16.66194331983806,0.16967886267258617,0.0,17.30410405465387
Botad ,130302,83.21,4578,"22.1704232,71.6684269",0.0,0.41768659192926816,16.84412955465587,0.04122213082758965,0.0,17.303038277412725
Bundi ,102823,83.15,13148,"25.4305144,75.6499025",0.0,0.3296019128021299,16.831983805668017,0.11838981566648073,0.0,17.27997553413663
Raiganj ,183682,81.66,16788,"25.6185295,88.1255837",0.0,0.5887976284228318,16.530364372469634,0.15116582182909022,0.0,17.270327822721555
Moga ,150432,82.09,17762,"30.8164603,75.1717093",0.0,0.4822138524128844,16.61740890688259,0.1599361047967775,0.0,17.259558864092252
Tadepalligudem ,103577,83.1,11527,"16.8138415,81.521241",0.0,0.3320188802340548,16.821862348178136,0.10379368764736259,0.0,17.257674916059553
Bettiah ,132896,82.54,13438,"26.8028048,84.5169757",0.0,0.4260017292215931,16.7085020242915,0.12100109088273259,0.0,17.255504844395826
Khargone ,106452,82.96,12584,"21.90287,75.8069082",0.0,0.34123477064092994,16.793522267206477,0.11331133559073574,0.0,17.248068373438144
Uluberia ,222175,81.13,11384,"22.4744363,88.1000377",0.0,0.7121879830078214,16.423076923076923,0.10250605883383151,0.0,17.237770964918578
Dallo Pura ,154955,81.92,17134,"28.6004677,77.319462",0.0,0.4967124514773353,16.582995951417004,0.15428134329399762,0.0,17.23398974618834
Mughalsarai ,110110,82.83,11758,"25.2814947,83.1198203",0.0,0.3529605887655732,16.767206477732795,0.10587370342306666,0.0,17.226040769921436
Pithampur ,126099,82.73,5150,"22.613252,75.6822899",0.0,0.4042137615361912,16.746963562753038,0.04637264608171401,0.0,17.197549970370943
Puruliya ,121436,82.34,14793,"23.3320779,86.365208",0.0,0.3892663886780142,16.668016194331983,0.13320204922073695,0.0,17.190484632230735
Tiruvannamalai ,144683,81.64,16502,"12.2252841,79.0746957",0.0,0.46378527712623213,16.526315789473685,0.14859056420202804,0.0,17.138691630801944
Gudivada ,118289,82.16,12523,"16.4410255,80.9926327",0.0,0.3791785949004712,16.63157894736842,0.1127620673555931,0.0,17.123519609624484
Katihar ,225982,79.87,24259,"25.552048,87.5718609",0.0,0.7243914246700731,16.168016194331983,0.2184376740381165,0.0,17.110845293040175
Morena ,200506,80.38,21351,"26.4933562,77.9909949",0.0,0.6427274163203162,16.271255060728745,0.19225288669721857,0.0,17.10623536374628
Champdani ,110983,82.39,7167,"22.8049456,88.3409338",0.0,0.35575901392216513,16.678137651821864,0.06453451543061055,0.0,17.09843118117464
Begusarai ,251136,79.35,24616,"25.416675,86.1293792",0.0,0.8050232532942602,16.062753036437247,0.22165224387329552,0.0,17.089428533604803
Miryalaguda ,103855,82.09,13377,"16.8753106,79.5659633",0.0,0.3329100167673109,16.61740890688259,0.12045182264758995,0.0,17.07077074629749
Madanapalle ,135669,81.4,16385,"13.5603491,78.5036065",0.0,0.43489065586446773,16.477732793522268,0.1475370497182299,0.0,17.060160499104967
Shamli ,107233,81.97,13343,"29.4507575,77.3152116",0.0,0.3437382873045019,16.593117408906885,0.12014567313947766,0.0,17.057001369350864
Mathura ,349336,76.75,44357,"27.4924134,77.673673",0.0,1.119806014322135,15.536437246963564,0.39940805092166753,0.0,17.055651312207367
Kirari Suleman Nagar ,282598,79.22,10621,"28.6967948,77.0643614",0.0,0.9058755468529056,16.036437246963562,0.0956357036958999,0.0,17.037948497512367
Santipur ,151774,81.43,7213,"23.2645399,88.4380966",0.0,0.48651566977845884,16.483805668016196,0.06494871770629186,0.0,17.035270055500945
Hospet ,206159,80.02,17556,"15.2688542,76.3909241",0.0,0.6608482610055562,16.19838056680162,0.15808119895350892,0.0,17.017310026760683
Shikohabad ,107300,81.68,15351,"27.1061756,78.5881674",0.0,0.34395305762007083,16.53441295546559,0.13822650291269742,0.0,17.016592515998358
Loni ,512296,75.24,15572,"28.7316438,77.3008506",0.0,1.6421787102193086,15.23076923076923,0.14021647471542728,0.0,17.013164415703965
Bulandshahr ,222826,78.98,32546,"28.406963,77.8498292",0.0,0.7142747811486477,15.987854251012148,0.2930571144418377,0.0,16.995186146602634
Maunath Bhanjan ,279060,78.6,20775,"25.9496379,83.5586445",0.0,0.8945343919800276,15.910931174089068,0.18706635385390455,0.0,16.992531919923
Kaithal ,144633,80.76,18095,"29.7856734,76.3984537",0.0,0.46362500077132995,16.34817813765182,0.16293456909681842,0.0,16.97473770751997
Palwal ,127931,81.0,15837,"28.1487362,77.3320262",0.0,0.41008628717980694,16.39676113360324,0.14260263999924364,0.0,16.94945006078229
Gonda ,114353,81.07,17212,"27.1339913,81.9618968",0.0,0.3665616402425719,16.410931174089068,0.1549836862831964,0.0,16.932476500614836
Nagda ,100036,81.61,9844,"23.4454599,75.4169918",0.0,0.3206681087798826,16.520242914979757,0.08863928699580441,0.0,16.929550310755445
Baran ,118157,81.19,11553,"25.1011438,76.5131637",0.0,0.37875546532352944,16.43522267206478,0.10402780197709552,0.0,16.918005939365404
Sawai Madhopur ,120998,80.85,13480,"26.0377772,76.3521514",0.0,0.38786236780907113,16.366396761133604,0.12137927556922423,0.0,16.8756384045119
Titagarh ,118426,81.18,5643,"22.7382665,88.3737064",0.0,0.37961775211290316,16.433198380566804,0.05081181394934216,0.0,16.863627946629048
Kishangarh ,155019,80.15,13054,"26.5870344,74.856397",0.0,0.49691760521161005,16.224696356275306,0.11754340232052322,0.0,16.83915736380744
Bhadrak ,107369,80.88,13311,"21.0582737,86.4958396",0.0,0.34417423898983585,16.372469635627528,0.11985753242596021,0.0,16.836501407043325
Mirzapur-cum-Vindhyachal ,233691,78.25,25846,"25.1336987,82.5644344",0.0,0.7491028330688907,15.84008097165992,0.23272765254912237,0.0,16.82191145727793
Shivpuri ,179972,79.24,22320,"25.4357869,77.665066",0.0,0.5769051228890902,16.040485829959515,0.20097814767841876,0.0,16.818369100527025
Pali ,229956,78.67,16234,"25.7710893,73.3234478",0.0,0.7371301893576981,15.9251012145749,0.14617738572631944,0.0,16.808408789658916
Sultan Pur Majra ,181624,79.78,7390,"28.6958531,77.0805496",0.0,0.5822006536550582,16.149797570850204,0.06654249602793524,0.0,16.798540720533197
Mandoli ,120345,80.72,7274,"28.7041396,77.313921",0.0,0.3857691586140487,16.34008097165992,0.0654979859414345,0.0,16.791348116215403
Abohar ,145238,79.86,16287,"30.1452928,74.1993043",0.0,0.4655643446656463,16.16599190283401,0.14665461878308272,0.0,16.778210866282738
Adilabad ,117388,80.51,10565,"19.0809075,79.560344",0.0,0.376290414985134,16.29757085020243,0.09513145744724436,0.0,16.76899272263481
Bhiwadi ,104883,80.67,10135,"28.2088218,76.8445999",0.0,0.3362052986240996,16.329959514170042,0.09125956660935368,0.0,16.757424379403496
Datia ,100466,80.54,12717,"25.6653262,78.4609393",0.0,0.3220464854320414,16.303643724696357,0.11450892043129263,0.0,16.740199130559688
Deesa ,111149,80.67,5933,"24.2585031,72.1906721",0.0,0.3562911314204404,16.329959514170042,0.05342308916559402,0.0,16.739673734756078
Kulti ,313977,76.58,19371,"23.7370306,86.8370937",0.0,1.0064617816624135,15.502024291497975,0.1744241800483266,0.0,16.682910253208714
Hajipur ,147126,79.26,16319,"25.6858392,85.2145907",0.0,0.4716163798267525,16.044534412955468,0.14694275949660018,0.0,16.66309355227882
Dinapur Nizamat ,182241,78.4,19777,"25.6328264,85.0597137",0.0,0.5841784638745511,15.870445344129555,0.1780799653510792,0.0,16.632703773355185
Firozpur ,110091,79.75,14939,"30.9331348,74.6224755",0.0,0.35289968375071035,16.143724696356276,0.1345166912261603,0.0,16.631141071333147
Raichur ,232456,77.47,22445,"16.2120031,77.3439283",0.0,0.7451440071028069,15.682186234817815,0.20210369734059627,0.0,16.62943393926122
Gangapur City ,119045,79.78,9850,"26.4846537,76.7278803",0.0,0.38160197338659213,16.149797570850204,0.08869331337958893,0.0,16.620092857616385
Hathras ,137509,79.06,18612,"27.6056212,78.0537813",0.0,0.4407888257248679,16.004048582995953,0.1675898424995847,0.0,16.612427251220407
Barnala ,116454,79.59,12665,"30.3819446,75.5467979",0.0,0.37329645267556133,16.111336032388664,0.11404069177182677,0.0,16.59867317683605
Kanpur City,108035,79.65,12635,"26.449923,80.3318736",0.0,0.34630912003713277,16.12348178137652,0.11377055985290416,0.0,16.583561461266555
Narasaraopet ,116329,79.45,13872,"16.2353506,80.0479039",0.0,0.37289576178830586,16.082995951417004,0.12490899930981295,0.0,16.580800712515124
Fatehpur ,193801,77.69,25076,"25.8499808,80.8986502",0.0,0.6212343571279343,15.72672064777328,0.22579426663010882,0.0,16.573749271531327
Sikar ,237579,77.13,20786,"27.6094,75.139911",0.0,0.761565922426084,15.61336032388664,0.18716540222417619,0.0,16.562091648536903
Jehanabad ,102456,79.66,8901,"25.1515827,84.981754",0.0,0.32842548435714797,16.125506072874494,0.08014814034433715,0.0,16.53407969757598
Singrauli ,220295,77.35,18047,"24.1992101,82.6645469",0.0,0.7061615920634996,15.657894736842104,0.16250235802654225,0.0,16.526558686932148
Proddatur ,162816,78.08,18151,"14.7491864,78.5531577",0.0,0.5219110999950555,15.805668016194332,0.16343881534547397,0.0,16.49101793153486
Hanumangarh ,151104,78.32,16870,"29.5815012,74.3294199",0.0,0.48436796662276965,15.854251012145749,0.1519041824074787,0.0,16.490523161175997
Firozabad ,603797,70.08,36145,"27.1591006,78.3957574",0.0,1.9354876452173897,14.186234817813766,0.32546394031525294,0.0,16.447186403346407
Anantnag ,108505,78.95,12666,"33.7311255,75.1487007",0.0,0.3478157177732133,15.98178137651822,0.11404969616912419,0.0,16.44364679046056
Nandyal ,200746,76.89,22411,"15.4785694,78.4830934",0.0,0.6434967428238465,15.564777327935225,0.201797547832484,0.0,16.410071618591555
Raniganj ,128624,78.47,9719,"23.6290575,87.0923906",0.0,0.4123077174587511,15.884615384615387,0.08751373733362688,0.0,16.384436839407766
Saharsa ,155175,77.66,18307,"25.8834961,86.6006249",0.0,0.4974176674389048,15.720647773279353,0.16484350132387152,0.0,16.382908942042132
Veraval ,153696,78.0,10089,"20.9158979,70.3628516",0.0,0.49267669286089844,15.789473684210527,0.09084536433367235,0.0,16.372995741405095
Hapur ,262801,75.34,28472,"28.7305798,77.7758825",0.0,0.8424157268929379,15.251012145748991,0.2563731998521478,0.0,16.349801072494078
Kasganj ,101241,78.56,13306,"27.8129344,78.649785",0.0,0.32453076893302507,15.902834008097166,0.11981251043947311,0.0,16.347177287469666
Biharsharif ,296889,74.8,28092,"25.1982147,85.5148735",0.0,0.9516857346110458,15.1417004048583,0.2529515288791281,0.0,16.346337668348472
Farrukhabad-cum-Fatehgarh ,275754,74.92,31160,"27.3826126,79.5940544",0.0,0.8839369193938957,15.165991902834008,0.2805770197876133,0.0,16.33050584201552
Bhalswa Jahangir Pur ,197150,76.94,8348,"28.757322,77.1544",0.0,0.6319696673792821,15.574898785425102,0.0751687086388638,0.0,16.282037161443245
Ramagundam ,229632,75.54,27209,"18.7595503,79.4816378",0.0,0.736091598577932,15.291497975708504,0.2450006460655061,0.0,16.27259022035194
Purnia ,280547,74.48,28193,"25.7771391,87.4752551",0.0,0.8993010107748184,15.076923076923078,0.25386097300616756,0.0,16.230085060704063
Baraut ,102733,77.98,12672,"29.0998902,77.2606149",0.0,0.329313415363306,15.785425101214576,0.11410372255290872,0.0,16.228842239130792
Muktsar ,117085,77.31,11785,"30.4766391,74.511172",0.0,0.3753191402744268,15.649797570850204,0.106116822150097,0.0,16.131233533274727
Hindupur ,151835,76.4,11050,"13.8185378,77.4988753",0.0,0.48671120693143943,15.465587044534415,0.09949859013649316,0.0,16.051796841602346
Akbarpur ,111594,76.94,9745,"26.4407468,82.5537514",0.0,0.35771759097906974,15.574898785425102,0.0877478516633598,0.0,16.020364228067532
Dhaulpur ,126142,76.56,11782,"26.7025181,77.893391",0.0,0.40435159920140706,15.497975708502025,0.10608980895820475,0.0,16.008417116661636
Bahraich ,186241,75.03,20490,"27.7525271,81.4278984",0.0,0.5970005722667251,15.18825910931174,0.1845001006241398,0.0,15.969759782202607
Hindaun ,105690,76.58,7964,"26.7454967,77.0330481",0.0,0.33879215899222076,15.502024291497975,0.07171102007665443,0.0,15.912527470566848
Eluru ,214414,74.13,23523,"16.7106604,81.0952431",0.0,0.6873098871999056,15.006072874493928,0.21181043762721524,0.0,15.90519319932105
Gangawati ,105354,76.58,6927,"15.431874,76.5314817",0.0,0.3377151018872781,15.502024291497975,0.06237346007922969,0.0,15.902112853464482
Mustafabad ,127012,76.1,4462,"28.7113968,77.2681086",0.0,0.4071404077767049,15.40485829959514,0.04017762074108891,0.0,15.852176328112934
Guntakal ,126479,75.7,11626,"15.1674091,77.3736238",0.0,0.4054318618334477,15.323886639676115,0.1046851229798072,0.0,15.83400362448937
Churu ,119846,75.11,8756,"28.3174965,74.9851678",0.0,0.38416960059212496,15.204453441295547,0.07884250273621123,0.0,15.667465544623884
Pilibhit ,130428,74.26,17508,"28.6207939,79.8128649",0.0,0.41809048834362156,15.032388663967613,0.15764898788323278,0.0,15.608128140194466
Kishanganj ,107076,74.71,7847,"26.0917422,87.9383822",0.0,0.3432350195501091,15.123481781376517,0.07065750559285627,0.0,15.537374306519483
Jhunjhunun ,118966,74.4,10403,"28.1288747,75.3995089",0.0,0.3813487367458467,15.060728744939274,0.09367274508506229,0.0,15.535750226770183
Sujangarh ,101528,74.55,5284,"27.7044756,74.4642861",0.0,0.32545075521016353,15.091093117408906,0.04757923531956831,0.0,15.464123107938638
Budaun ,159221,73.0,19204,"28.0337088,79.1205419",0.0,0.510387230077589,14.777327935222672,0.17292044569965745,0.0,15.460635610999919
Rudrapur ,140884,73.21,14678,"28.9875082,79.4141214",0.0,0.45160747968076476,14.819838056680162,0.13216654353153362,0.0,15.403612079892461
Dabgram ,118464,73.98,2532,"26.6954603,88.4415998",0.0,0.37973956214262883,14.975708502024291,0.022799133957067935,0.0,15.378247198123988
Jamuria ,144971,73.11,5436,"23.7060688,87.0774107",0.0,0.4647084689304687,14.799595141700406,0.04894790370877618,0.0,15.313251514339651
Shahjahanpur ,327975,68.92,33510,"27.8295801,79.8296743",0.0,1.051332749980827,13.951417004048583,0.3017373534365507,0.0,15.30448710746596
Chandausi ,114254,72.63,15436,"28.4480507,78.7796105",0.0,0.36624429305986556,14.70242914979757,0.13899187668297813,0.0,15.207665319540414
Nagaur ,100618,73.05,7812,"27.1991222,73.740924",0.0,0.32253372555094395,14.787449392712551,0.07034235168744656,0.0,15.180325469950942
Tadpatri ,108249,72.17,8618,"14.9070274,78.0092703",0.0,0.3469951028361141,14.60931174089069,0.07759989590916724,0.0,15.03390673963597
Chilakaluripet ,101550,72.08,9526,"16.0924301,80.1623948",0.0,0.3255212768063205,14.591093117408906,0.08577588865522477,0.0,15.00239028287045
Dharmavaram ,121992,71.83,7560,"14.4137447,77.7126189",0.0,0.39104866174452635,14.540485829959515,0.06807324356849667,0.0,14.999607735272539
Malerkotla ,135330,70.25,9767,"30.5232076,75.8882508",0.0,0.433803982178231,14.220647773279353,0.08794594840390305,0.0,14.742397703861487
Tonk ,165363,69.47,11776,"26.1620402,75.7894716",0.0,0.5300755775137723,14.062753036437247,0.10603578257442021,0.0,14.698864396525439
Adoni ,166537,68.38,11902,"15.6322227,77.2728368",0.0,0.5338388663268755,13.842105263157894,0.10717033663389516,0.0,14.483114466118666
Khurja ,111089,67.63,10529,"28.2513538,77.8538797",0.0,0.3560987997945578,13.690283400809715,0.09480729914453723,0.0,14.14118949974881
Amroha ,197135,63.88,13879,"28.9043537,78.4673426",0.0,0.6319215844728114,12.931174089068826,0.1249720300908949,0.0,13.688067703632532
Rampur ,325248,60.74,30319,"25.4842209,82.5916032",0.0,1.0425912775844624,12.295546558704453,0.2730043216604829,0.0,13.611142157949399
Bagaha ,113012,60.67,3744,"27.1221959,84.0722375",0.0,0.3622630284040955,12.281376518218625,0.03371246348154121,0.0,12.677352010104261
Sambhal ,221334,49.51,10580,"28.5903614,78.5717631",0.0,0.7094921347183668,10.022267206477732,0.09526652340670566,0.0,10.827025864602804
